,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,san patricio,28.017,-97.5169,87.89,55,38,23.51,US,1650830320
372,rafaela,-31.2503,-61.4867,73.78,64,64,11.81,AR,1650830321
373,casa nova,-9.4167,-41.1333,87.6,43,100,16.84,BR,1650830321
374,baoqing,46.3317,132.2111,43.97,46,94,4.63,CN,1650830321
375,mabaruma,8.2,-59.7833,79.39,86,100,4.45,GY,1650830321
376,pisco,-13.7,-76.2167,70.02,82,0,6.91,PE,1650830322
377,marystown,47.1666,-55.1483,40.86,100,100,3.0,CA,1650830322
378,kushmurun,52.4503,64.6311,43.43,39,58,3.15,KZ,1650830322
379,saint-augustin,51.226,-58.6502,38.62,86,100,20.54,CA,1650830323
380,san carlos de bariloche,-41.1456,-71.3082,38.95,93,75,17.27,AR,1650830198
381,salinopolis,-0.6136,-47.3561,78.21,88,100,7.25,BR,1650830323
382,yerbogachen,61.2767,108.0108,25.56,98,100,4.12,RU,1650830323
383,trinidad,-14.8333,-64.9,87.78,74,75,11.5,BO,1650830281
384,nautla,20.2167,-96.7833,86.52,61,0,19.6,MX,1650830324
385,tamandare,-8.7597,-35.1047,79.72,77,100,7.7,BR,1650830324
386,concord,37.978,-122.0311,80.82,38,19,4.0,US,1650830325
387,ornskoldsvik,63.2909,18.7153,38.35,60,12,3.44,SE,1650830325
388,pevek,69.7008,170.3133,4.98,96,97,4.36,RU,1650830325
389,geaca,46.8667,24.1,56.34,89,100,12.93,RO,1650830326
390,alice springs,-23.7,133.8833,60.35,100,100,3.44,AU,1650830111
391,sarkand,45.41,79.9186,47.93,71,100,3.29,KZ,1650830326
392,portland,45.5234,-122.6762,69.1,48,0,1.99,US,1650829683
393,wanaka,-44.7,169.15,46.24,81,39,3.44,NZ,1650830326
394,marawi,7.9986,124.2928,69.12,93,84,2.04,PH,1650830302
395,srednekolymsk,67.45,153.6833,11.7,94,100,9.98,RU,1650830327
396,arroio grande,-32.2375,-53.0869,75.31,35,0,9.8,BR,1650830327
397,sioux lookout,50.1001,-91.917,39.27,100,100,9.22,CA,1650830327
398,sao joao da barra,-21.6403,-41.0511,80.69,80,96,16.31,BR,1650830328
399,urumqi,43.801,87.6005,45.55,93,75,6.71,CN,1650830328
400,vilhena,-12.7406,-60.1458,88.02,51,75,12.66,BR,1650830328
401,sao filipe,14.8961,-24.4956,75.38,72,5,4.07,CV,1650830329
402,ngunguru,-35.6167,174.5,59.31,87,77,7.67,NZ,1650830329
403,puerto berrio,6.4916,-74.4033,90.16,54,66,3.33,CO,1650830329
404,orangeburg,33.4918,-80.8557,83.82,42,30,1.01,US,1650830329
405,najran,17.4924,44.1277,79.45,37,39,8.34,SA,1650830330
406,sao mateus,-18.7161,-39.8589,80.24,78,12,8.28,BR,1650830330
407,zabol,32.25,67.25,62.15,29,2,3.74,AF,1650830330
408,mao,39.8885,4.2658,57.76,67,0,4.61,ES,1650830331
409,mitsamiouli,-11.3847,43.2844,81.32,82,100,11.34,KM,1650830331
410,jedburgh,55.48,-2.552,45.91,89,99,8.25,GB,1650830331
411,sandwich,41.6459,-88.6217,67.69,74,98,15.97,US,1650830332
412,powell,40.1578,-83.0752,83.46,45,40,14.97,US,1650830221
413,tambovka,50.0969,128.0489,37.99,73,100,7.4,RU,1650830332
414,penzance,50.1186,-5.5371,52.59,86,99,6.02,GB,1650830332
415,lagoa,39.05,-27.9833,57.83,75,4,20.92,PT,1650830282
416,walvis bay,-22.9575,14.5053,58.15,72,0,2.3,NA,1650830312
417,nyurba,63.2842,118.3319,15.1,98,100,3.29,RU,1650830211
418,batemans bay,-35.7167,150.1833,57.09,89,84,4.32,AU,1650830121
419,cravo norte,6.3017,-70.2041,96.76,31,55,8.16,CO,1650830333
420,saint-joseph,-21.3667,55.6167,73.78,77,100,13.6,RE,1650830333
421,agadir,30.4202,-9.5982,63.05,67,0,13.0,MA,1650830334
422,siguiri,11.6667,-9.5,96.57,11,74,4.83,GN,1650830334
423,mareeba,-17.0,145.4333,72.32,95,97,4.9,AU,1650830262
424,puteyets,65.1716,57.091,26.1,98,70,2.53,RU,1650830334
425,grootfontein,-19.5667,18.1167,62.17,63,35,3.44,NA,1650830335
426,lyngseidet,69.5763,20.2189,37.4,100,100,2.53,NO,1650830335
427,igrim,63.1906,64.4162,32.63,100,100,1.52,RU,1650830335
428,sale,34.0389,-6.8166,61.75,82,75,6.91,MA,1650830336
429,fort collins,40.5853,-105.0844,57.79,26,0,24.16,US,1650830051
430,isangel,-19.55,169.2667,76.66,78,99,15.32,VU,1650830336
431,ugoofaaru,5.6667,73.0,83.89,72,100,6.71,MV,1650830336
432,sarakhs,36.5449,61.1577,73.72,43,8,8.41,IR,1650830337
433,seddon,-37.8068,144.8916,51.67,94,0,8.05,AU,1650830337
434,anuradhapura,8.3565,80.4173,75.78,94,11,3.83,LK,1650830337
435,fare,-16.7,-151.0167,81.34,72,68,7.05,PF,1650830338
436,marsabit,2.3284,37.9899,70.68,67,99,8.57,KE,1650830338
437,rozivka,46.9385,35.7724,53.91,82,1,6.13,UA,1650830338
438,hasaki,35.7333,140.8333,55.8,90,12,4.09,JP,1650830254
439,general pico,-35.6566,-63.7568,83.37,33,100,13.71,AR,1650830339
440,paulinia,-22.7611,-47.1542,86.94,59,0,2.28,BR,1650830339
441,navoi,40.0844,65.3792,62.08,63,0,9.22,UZ,1650830339
442,oyama,36.3,139.8,62.58,87,19,2.46,JP,1650830339
443,athens,37.9795,23.7162,68.25,60,37,1.99,GR,1650830043
444,ciudad guayana,8.3533,-62.6528,89.91,45,100,5.01,VE,1650830340
445,port hardy,50.6996,-127.4199,48.38,81,100,3.44,CA,1650830208
446,daru,-9.0763,143.2092,75.7,90,63,5.95,PG,1650830340
447,kota bahru,6.1333,102.2386,78.75,94,20,0.0,MY,1650830341
448,kedrovyy,56.1667,91.8167,25.21,87,87,5.08,RU,1650830341
449,sao gabriel da cachoeira,-0.1303,-67.0892,78.6,78,40,9.22,BR,1650830341
450,harnosand,62.6323,17.9379,39.22,73,0,3.11,SE,1650830342
451,kyshtovka,56.555,76.6271,31.41,70,38,5.88,RU,1650830342
452,nuuk,64.1835,-51.7216,31.87,88,100,5.01,GL,1650830316
453,capim grosso,-11.3811,-40.0128,84.25,43,60,10.83,BR,1650830342
454,moron,-34.6534,-58.6198,78.03,40,3,11.68,AR,1650830343
455,baracoa,20.3467,-74.4958,80.42,66,100,12.39,CU,1650830343
456,derzhavinsk,51.1,66.3167,40.05,50,32,11.16,KZ,1650830343
457,kamsack,51.5667,-101.9009,34.56,66,100,19.17,CA,1650830344
458,oxapampa,-10.5775,-75.4017,70.34,76,66,4.25,PE,1650830344
459,novikovo,51.1537,37.8879,53.01,88,97,1.63,RU,1650830344
460,asau,46.4333,26.4,60.28,81,100,4.38,RO,1650830345
461,te anau,-45.4167,167.7167,45.14,89,47,1.5,NZ,1650830345
462,padang,-0.9492,100.3543,77.77,86,100,4.0,ID,1650830345
463,ipinda,-9.4833,33.9,71.71,92,100,2.59,TZ,1650830346
464,luderitz,-26.6481,15.1594,57.76,59,0,21.36,NA,1650830346
465,alwar,27.5667,76.6,85.91,15,0,3.2,IN,1650830346
466,oro valley,32.3909,-110.9665,83.08,10,0,10.0,US,1650830347
467,turmalina,-17.2856,-42.73,80.37,44,100,7.74,BR,1650830347
468,batticaloa,7.7102,81.6924,81.41,79,26,4.14,LK,1650830347
469,rio grande,-32.035,-52.0986,80.71,63,0,16.98,BR,1650830348
470,sao jose da coroa grande,-8.8978,-35.1478,79.77,77,100,8.37,BR,1650830348
471,san quintin,30.4833,-115.95,70.75,45,0,11.1,MX,1650830348
472,nanchang,28.6833,115.8833,74.62,87,100,6.17,CN,1650830349
473,taranagar,28.6709,75.0351,82.89,17,0,2.1,IN,1650830349
474,ponta delgada,37.7333,-25.6667,59.72,77,20,20.71,PT,1650830251
475,pacific grove,36.6177,-121.9166,70.39,76,4,11.99,US,1650830349
476,maine-soroa,13.2114,12.0241,93.02,12,100,8.99,NE,1650830350
477,san cristobal,7.7669,-72.225,68.18,59,67,3.6,VE,1650830350
478,maniitsoq,65.4167,-52.9,29.41,87,96,6.29,GL,1650830350
479,mount holly,35.2982,-81.0159,84.65,48,3,7.0,US,1650830351
480,morondava,-20.2833,44.2833,77.49,82,100,13.49,MG,1650830351
481,nan,18.8333,100.6667,79.38,64,68,0.45,TH,1650830351
482,riberalta,-10.9833,-66.1,84.4,79,75,9.22,BO,1650830352
483,yulara,-25.2406,130.9889,58.84,88,40,6.91,AU,1650830352
484,semenivka,52.1783,32.5818,46.54,82,4,1.86,UA,1650830352
485,vestmannaeyjar,63.4427,-20.2734,46.96,79,13,9.73,IS,1650830353
486,catabola,-12.15,17.2833,61.77,65,0,3.49,AO,1650830353
487,silvassa,20.2667,73.0167,81.81,53,0,3.74,IN,1650830353
488,ahuas,15.4759,-84.3553,85.5,62,30,6.69,HN,1650830354
489,selma,36.5708,-119.6121,76.17,46,10,3.24,US,1650830354
490,menongue,-14.6585,17.691,63.03,55,43,2.71,AO,1650830299
491,douglas,41.3,-96.167,58.82,42,100,23.02,US,1650830355
492,barra do garcas,-15.89,-52.2567,91.98,52,20,11.5,BR,1650830355
493,codajas,-3.8367,-62.0569,83.53,78,79,3.06,BR,1650830328
494,shimoda,34.6667,138.95,60.1,90,49,3.15,JP,1650830355
495,greymouth,-42.4667,171.2,49.86,90,19,6.06,NZ,1650830356
496,calama,-22.4667,-68.9333,70.29,24,0,21.85,CL,1650830061
497,amga,60.8953,131.9608,21.81,97,100,1.23,RU,1650830356
498,naze,28.3667,129.4833,70.72,91,14,6.11,JP,1650830356
499,ulladulla,-35.35,150.4667,61.7,82,98,5.39,AU,1650830327
500,horodnya,51.8909,31.5974,47.62,77,3,6.26,UA,1650830357
501,la ronge,55.1001,-105.2842,39.45,41,0,11.5,CA,1650830357
502,yumen,40.2833,97.2,52.93,40,5,9.35,CN,1650830334
503,solnechnyy,50.7214,136.6319,15.4,93,10,4.14,RU,1650830358
504,pulaski,34.7668,-92.3001,86.0,59,75,17.0,US,1650830198
505,azalea park,28.5411,-81.3006,86.07,61,98,8.01,US,1650830358
506,malazgirt,39.1427,42.5401,54.41,41,100,2.95,TR,1650830358
507,aklavik,68.2191,-135.0107,33.8,51,20,2.3,CA,1650830359
508,villavicencio,4.142,-73.6266,79.81,82,100,2.3,CO,1650830083
509,road town,18.4167,-64.6167,80.64,61,20,12.66,VG,1650830359
510,bannu,32.9854,70.6027,78.3,34,45,4.41,PK,1650830359
511,ayr,55.4627,-4.6339,50.31,71,20,11.5,GB,1650830360
512,takoradi,4.8845,-1.7554,80.91,84,100,4.63,GH,1650830360
513,radomsko,51.0671,19.4448,48.85,93,100,6.93,PL,1650830360
514,ambilobe,-13.2,49.05,73.99,83,16,4.5,MG,1650830361
515,libreville,0.3925,9.4537,78.1,86,100,4.83,GA,1650830071
516,sokoni,-6.4333,39.55,80.46,73,100,7.74,TZ,1650830361
517,abidjan,5.3094,-4.0197,84.16,84,20,6.91,CI,1650830275
518,new orleans,29.9547,-90.0751,84.0,63,75,8.05,US,1650830298
519,north bend,43.4065,-124.2243,63.25,88,12,8.34,US,1650830361
520,las matas de farfan,18.8731,-71.5166,81.19,52,74,4.21,DO,1650830362
521,hambantota,6.1241,81.1185,81.0,79,72,2.55,LK,1650830291
522,gvarv,59.3875,9.1737,41.81,53,17,2.73,NO,1650830362
523,wadi musa,30.3222,35.4793,63.75,60,97,14.32,JO,1650830362
524,waddan,29.1614,16.139,73.9,17,19,10.31,LY,1650830363
525,great falls,47.5002,-111.3008,54.68,29,25,1.01,US,1650830285
526,langsa,4.4683,97.9683,76.77,92,100,2.33,ID,1650830363
527,atar,20.5169,-13.0499,84.43,24,0,10.33,MR,1650830363
528,nueva helvecia,-34.3,-57.2333,75.6,36,14,15.39,UY,1650830364
529,sobolevo,54.4299,31.8996,44.49,89,67,6.98,RU,1650830364
530,huanren,41.2647,125.3667,55.65,83,96,4.25,CN,1650830364
531,araouane,18.9048,-3.5265,82.08,14,0,8.01,ML,1650830365
532,matagami,49.7502,-77.6328,42.91,49,40,29.93,CA,1650830097
533,mgandu,-5.95,34.1333,61.63,95,97,2.91,TZ,1650830365
534,simao,22.7886,100.9748,61.0,81,3,2.24,CN,1650830365
535,buala,-8.145,159.5921,79.95,82,94,5.99,SB,1650830366
536,odoyev,53.9393,36.6864,46.51,98,100,4.32,RU,1650830366
537,nemuro,43.3236,145.575,41.07,80,100,9.1,JP,1650830366
538,iskateley,67.6803,53.1512,25.77,97,98,8.39,RU,1650830367
539,pemba,-12.974,40.5178,81.3,89,40,8.05,MZ,1650830367
540,flin flon,54.7682,-101.865,30.04,51,0,11.5,CA,1650830368
541,shelopugino,51.6514,117.5599,26.71,81,52,3.02,RU,1650830368
542,wajid,3.8093,43.2471,82.6,54,99,15.66,SO,1650830368
543,atbasar,51.8,68.3333,37.94,48,57,10.13,KZ,1650830369
544,piacabucu,-10.4056,-36.4344,80.51,72,1,9.48,BR,1650830347
545,maues,-3.3836,-57.7186,85.66,72,20,2.42,BR,1650830369
546,catamarca,-28.4696,-65.7852,86.77,41,0,3.0,AR,1650830369
547,kungurtug,50.5994,97.5228,16.75,63,66,9.44,RU,1650830370
548,deming,32.2687,-107.7586,72.3,12,0,12.24,US,1650830370
549,tapes,-30.6733,-51.3958,70.07,65,4,7.61,BR,1650830370
550,gravdal,68.1214,13.5031,41.7,87,100,10.92,NO,1650830371
551,nhulunbuy,-12.2333,136.7667,75.81,88,89,3.44,AU,1650830116
552,ukiah,39.1502,-123.2078,77.43,43,21,1.01,US,1650830371
553,azuaga,38.2667,-5.6833,51.15,62,78,3.2,ES,1650830371
554,alice,27.7523,-98.0697,87.53,40,21,24.54,US,1650830372
555,tabuk,17.4189,121.4443,74.28,87,4,4.09,PH,1650830372
556,adre,13.4667,22.2,85.39,17,10,5.48,TD,1650830372
557,borup,55.4947,11.9758,47.75,81,15,4.61,DK,1650830372
558,ocos,14.5094,-92.1933,85.69,62,1,8.43,GT,1650830373
559,bilma,18.6853,12.9164,94.08,10,2,8.05,NE,1650830373
560,ulaanbaatar,47.9077,106.8832,37.53,60,75,11.18,MN,1650830247
561,noyabrsk,63.1994,75.4507,16.86,93,100,4.74,RU,1650830327
562,komsomolskiy,40.4272,71.7189,59.72,67,25,2.3,UZ,1650830374
563,aripuana,-9.1667,-60.6333,86.34,63,76,1.39,BR,1650830374
564,nanortalik,60.1432,-45.2371,37.92,89,97,3.4,GL,1650830374
565,atuona,-9.8,-139.0333,79.25,76,18,17.16,PF,1650830174
566,egvekinot,66.3167,-179.1667,17.37,87,21,4.34,RU,1650830214
567,faanui,-16.4833,-151.75,81.3,70,14,6.85,PF,1650830215
568,tabou,4.423,-7.3528,81.81,84,100,8.43,CI,1650830215
569,sisimiut,66.9395,-53.6735,27.48,89,95,3.6,GL,1650830215
570,awjilah,29.1081,21.2869,79.84,15,55,8.01,LY,1650830138
571,punta arenas,-53.15,-70.9167,44.71,76,75,6.91,CL,1650829925
572,farmington,36.7281,-108.2187,58.15,20,13,5.99,US,1650830216
573,albany,42.6001,-73.9662,69.73,32,59,3.0,US,1650830170
574,leningradskiy,69.3833,178.4167,17.73,93,96,2.75,RU,1650829936
575,vila,42.0304,-8.1588,45.7,85,97,3.83,PT,1650830216
576,ushuaia,-54.8,-68.3,44.26,61,75,4.61,AR,1650830174
577,hithadhoo,-0.6,73.0833,84.61,72,53,10.56,MV,1650830217
578,hobart,-42.8794,147.3294,54.27,90,100,5.75,AU,1650830217
579,dikson,73.5069,80.5464,4.19,96,94,12.41,RU,1650830217
580,mataura,-46.1927,168.8643,53.47,91,100,6.04,NZ,1650830218
581,inhambane,-23.865,35.3833,75.18,88,20,0.0,MZ,1650830218
582,goure,13.9835,10.2704,91.0,13,100,7.49,NE,1650830218
583,belmonte,-15.8631,-38.8828,81.1,77,26,7.43,BR,1650830219
584,asvanyraro,47.8273,17.4942,59.14,61,37,11.12,HU,1650830219
585,aguimes,27.9054,-15.4461,63.23,63,20,4.61,ES,1650830219
586,chernyshevskiy,63.0128,112.4714,5.9,98,100,2.21,RU,1650830220
587,bluff,-46.6,168.3333,53.8,84,99,21.54,NZ,1650830220
588,bethel,41.3712,-73.414,65.35,46,58,5.01,US,1650830155
589,qaqortoq,60.7167,-46.0333,39.79,81,100,5.53,GL,1650830220
590,rikitea,-23.1203,-134.9692,72.48,91,100,11.81,PF,1650830221
591,tiksi,71.6872,128.8694,-5.58,100,100,1.63,RU,1650830221
592,amzya,56.2354,54.3868,48.02,78,100,4.34,RU,1650830221
593,chicama,-7.8447,-79.1469,61.34,63,35,10.96,PE,1650830222
594,ozernovskiy,51.5,156.5167,31.98,89,100,8.14,RU,1650830222
595,grindavik,63.8424,-22.4338,45.07,81,100,12.66,IS,1650830222
596,faya,18.3851,42.4509,66.31,45,99,2.24,SA,1650830223
597,east london,-33.0153,27.9116,62.74,75,100,13.02,ZA,1650830058
598,nassau,40.7507,-73.5829,63.14,52,34,7.0,US,1650830223
599,itarema,-2.9248,-39.9167,79.09,87,93,5.21,BR,1650830223
600,chapais,49.7834,-74.8492,40.78,72,100,10.65,CA,1650830224
601,saldanha,-33.0117,17.9442,53.65,82,0,14.25,ZA,1650830203
602,jamestown,42.097,-79.2353,80.19,10,79,11.34,US,1650830224
603,bredasdorp,-34.5322,20.0403,56.17,83,49,4.59,ZA,1650830225
604,arraial do cabo,-22.9661,-42.0278,78.76,73,75,9.22,BR,1650830225
605,kapaa,22.0752,-159.319,82.38,82,20,5.99,US,1650830220
606,zomin,39.9606,68.3958,58.55,63,19,12.59,UZ,1650830225
607,camacha,33.0833,-16.3333,62.02,68,40,13.8,PT,1650830226
608,victoria,22.2855,114.1577,81.32,86,9,5.99,HK,1650830104
609,caravelas,-17.7125,-39.2481,80.69,81,2,6.98,BR,1650830226
610,jaca,42.569,-0.5499,48.99,92,30,5.75,ES,1650830226
611,hobyo,5.3505,48.5268,83.93,69,1,11.95,SO,1650830227
612,busselton,-33.65,115.3333,64.74,52,99,12.35,AU,1650830167
613,yellowknife,62.456,-114.3525,32.56,55,20,16.11,CA,1650830136
614,cherskiy,68.75,161.3,7.12,93,93,4.79,RU,1650830227
615,tuktoyaktuk,69.4541,-133.0374,21.2,79,0,4.61,CA,1650830227
616,cabo san lucas,22.8909,-109.9124,82.06,62,0,8.14,MX,1650830228
617,port elizabeth,-33.918,25.5701,59.31,78,0,13.8,ZA,1650830228
618,puerto ayora,-0.7393,-90.3518,75.16,77,32,12.95,EC,1650830228
619,avarua,-21.2078,-159.775,82.45,78,20,5.75,CK,1650830229
620,atambua,-9.1061,124.8925,70.54,78,45,3.24,ID,1650830229
621,yenagoa,4.9247,6.2642,76.51,88,100,2.89,NG,1650830229
622,tawang,27.5833,91.8667,43.93,88,19,3.29,IN,1650830230
623,upernavik,72.7868,-56.1549,10.65,85,15,10.74,GL,1650830230
624,mosquera,4.7059,-74.2302,55.49,94,75,6.91,CO,1650830230
625,cayenne,4.9333,-52.3333,82.44,1,75,6.91,GF,1650830231
626,batasan,12.7667,120.7833,81.73,74,61,2.86,PH,1650830231
627,malibu,34.005,-118.8101,87.67,20,0,4.43,US,1650830232
628,roma,43.2128,-75.4557,78.87,38,62,7.0,US,1650830232
629,kaitangata,-46.2817,169.8464,54.18,81,87,12.75,NZ,1650830232
630,mount gambier,-37.8333,140.7667,40.91,100,100,0.0,AU,1650830233
631,west bay,19.3667,-81.4167,81.07,85,75,19.57,KY,1650830233
632,noumea,-22.2763,166.4572,73.99,99,100,15.95,NC,1650830233
633,kodiak,57.79,-152.4072,43.52,76,41,5.06,US,1650830234
634,barrow,71.2906,-156.7887,17.62,91,100,9.8,US,1650830102
635,norman wells,65.282,-126.8329,44.64,49,20,11.5,CA,1650830234
636,borba,-4.3878,-59.5939,83.19,86,28,2.62,BR,1650830093
637,kirakira,-10.4544,161.9205,79.83,83,28,4.38,SB,1650830234
638,wichian buri,15.6578,101.106,85.12,58,9,7.0,TH,1650830235
639,cape town,-33.9258,18.4232,59.11,78,20,9.22,ZA,1650830235
640,khatanga,71.9667,102.5,-14.03,100,100,5.03,RU,1650830235
641,high level,58.5169,-117.136,41.11,60,40,14.97,CA,1650830236
642,olafsvik,64.8945,-23.7142,45.93,78,99,7.72,IS,1650830236
643,grand gaube,-20.0064,57.6608,75.6,76,100,5.01,MU,1650830236
644,bambous virieux,-20.3428,57.7575,75.45,73,75,16.11,MU,1650830237
645,kahului,20.8947,-156.47,80.62,67,40,18.41,US,1650829963
646,lingao,19.9103,109.6859,76.62,81,7,10.09,CN,1650830237
647,necochea,-38.5473,-58.7368,72.72,52,56,14.56,AR,1650830237
648,surt,31.2089,16.5887,63.03,77,43,10.16,LY,1650830238
649,kruglolesskoye,44.6589,42.8142,51.17,79,45,7.18,RU,1650830238
650,samarai,-10.6167,150.6667,82.47,77,100,12.57,PG,1650830238
651,valenca,-13.3703,-39.0731,79.02,78,1,4.05,BR,1650830162
652,nikolskoye,59.7035,30.7861,44.78,91,100,10.2,RU,1650830239
653,wanning,18.8003,110.3967,78.57,92,14,10.29,CN,1650830239
654,hofn,64.2539,-15.2082,43.54,88,99,4.41,IS,1650830239
655,karratha,-20.7377,116.8463,77.41,53,24,5.26,AU,1650830240
656,saint anthony,45.0205,-93.218,50.85,74,100,18.41,US,1650830240
657,barguzin,53.6167,109.6167,24.55,78,100,0.76,RU,1650830240
658,luganville,-15.5333,167.1667,77.63,86,100,1.83,VU,1650830241
659,zhangye,38.9342,100.4517,60.1,25,77,6.4,CN,1650830241
660,lakota,5.8528,-5.6883,74.93,95,97,1.03,CI,1650830241
661,rapid city,44.0805,-103.231,44.71,55,75,43.73,US,1650830242
662,coahuayana,18.7333,-103.6833,88.86,37,69,8.43,MX,1650830242
663,saint-philippe,-21.3585,55.7679,74.79,80,100,13.24,RE,1650830242
664,fortuna,40.5982,-124.1573,60.93,76,40,10.36,US,1650830243
665,salta,-24.7859,-65.4117,81.19,70,0,11.5,AR,1650830243
666,oktyabrskiy,54.4815,53.471,50.67,75,100,5.44,RU,1650830243
667,clyde river,70.4692,-68.5914,7.03,85,100,6.91,CA,1650830244
668,waspan,14.7419,-83.9717,85.17,66,35,6.08,NI,1650830244
669,wolomin,52.3401,21.2421,56.07,75,100,8.03,PL,1650830244
670,tara,56.8944,74.371,30.11,73,52,5.03,RU,1650830245
671,mar del plata,-38.0023,-57.5575,76.95,58,0,12.66,AR,1650830063
672,inuvik,68.3499,-133.7218,41.86,45,20,4.61,CA,1650830245
673,bandarbeyla,9.4942,50.8122,81.59,74,6,10.98,SO,1650830104
674,haines junction,60.7522,-137.5108,46.35,49,93,3.44,CA,1650830245
675,port lincoln,-34.7333,135.8667,64.04,80,99,4.81,AU,1650830246
676,longyearbyen,78.2186,15.6401,6.64,61,20,3.44,SJ,1650830246
677,ayan,56.45,138.1667,25.34,87,100,3.0,RU,1650830246
678,lata,40.1629,-8.3327,51.04,91,84,1.19,PT,1650830247
679,korla,41.7597,86.1469,67.06,24,49,10.65,CN,1650830247
680,progreso,21.2833,-89.6667,96.12,67,5,22.44,MX,1650830105
681,souillac,-20.5167,57.5167,75.58,73,75,16.11,MU,1650830247
682,medicine hat,50.0501,-110.6683,59.85,29,75,2.3,CA,1650830161
683,mirnyy,62.5353,113.9611,19.24,57,93,7.0,RU,1650830248
684,lapi,17.716,121.8978,75.67,90,7,3.98,PH,1650830248
685,morwell,-38.2333,146.4,52.34,97,99,2.57,AU,1650830248
686,markova,48.6758,24.4138,50.52,89,53,11.72,UA,1650830249
687,tsuyama,35.05,134.0,58.84,97,9,0.67,JP,1650830249
688,kikwit,-5.041,18.8162,70.95,94,93,1.79,CD,1650830250
689,qaanaaq,77.484,-69.3632,6.66,74,88,5.79,GL,1650830250
690,tasiilaq,65.6145,-37.6368,39.36,70,100,3.98,GL,1650830250
691,kitgum,3.2783,32.8867,67.77,98,100,5.23,UG,1650830251
692,lorengau,-2.0226,147.2712,80.91,80,57,4.9,PG,1650830251
693,saskylakh,71.9167,114.0833,-7.89,100,90,2.3,RU,1650830251
694,zhuhai,22.2769,113.5678,80.85,100,40,5.75,CN,1650830251
695,georgetown,5.4112,100.3354,82.33,98,40,2.3,MY,1650830225
696,kalmunai,7.4167,81.8167,80.58,80,26,2.86,LK,1650830252
697,kavieng,-2.5744,150.7967,81.55,76,100,7.94,PG,1650830252
698,payo,-3.7508,103.6372,72.21,98,100,1.63,ID,1650830252
699,katsuura,35.1333,140.3,59.02,89,41,4.23,JP,1650830253
700,iquitos,-3.7481,-73.2472,84.24,74,75,4.61,PE,1650830077
701,kruisfontein,-34.0033,24.7314,55.89,72,98,7.81,ZA,1650830253
702,lumsden,50.6501,-104.8678,47.35,49,41,17.65,CA,1650830254
703,tongliao,43.6125,122.2653,54.23,36,9,9.06,CN,1650830254
704,khvoynaya,58.9,34.5333,46.02,95,100,9.48,RU,1650830254
705,biarritz,43.4801,-1.5556,56.66,86,0,3.44,FR,1650830254
706,fort nelson,58.8053,-122.7002,44.19,49,75,4.61,CA,1650830182
707,novovyazniki,56.1975,42.1711,51.76,76,100,7.07,RU,1650830255
708,laguna,38.421,-121.4238,78.31,36,78,1.99,US,1650830255
709,carnarvon,-24.8667,113.6333,66.27,94,2,8.05,AU,1650830255
710,boralday,43.3578,76.8594,51.66,100,75,8.95,KZ,1650830256
711,amalapuram,16.5833,82.0167,82.53,78,82,3.11,IN,1650830256
712,manaure,11.7751,-72.4445,86.83,58,69,14.92,CO,1650830256
713,san vicente,-26.6167,-54.1333,76.64,67,38,6.24,AR,1650830257
714,xam nua,20.4197,104.0439,67.66,85,2,3.11,LA,1650830257
715,luanda,-8.8368,13.2343,78.8,89,75,10.36,AO,1650830164
716,lompoc,34.6391,-120.4579,85.78,65,0,11.01,US,1650830258
717,butaritari,3.0707,172.7902,80.55,78,100,12.33,KI,1650830258
718,castro,-24.7911,-50.0119,72.97,72,0,1.34,BR,1650830258
719,jiaojiang,28.6803,121.4428,66.99,94,100,3.33,CN,1650830259
720,hermanus,-34.4187,19.2345,58.53,78,78,4.63,ZA,1650830259
721,port alfred,-33.5906,26.891,59.18,85,98,5.01,ZA,1650830259
722,manali,13.1667,80.2667,85.06,86,1,9.17,IN,1650830260
723,lebu,-37.6167,-73.65,53.28,80,91,16.42,CL,1650830260
724,dawlatabad,36.4141,64.9053,70.59,49,0,2.57,AF,1650830260
725,ponta do sol,32.6667,-17.1,65.03,82,89,7.45,PT,1650830261
726,vaini,-21.2,-175.2,71.76,94,75,0.0,TO,1650830261
727,taoudenni,22.6783,-3.9836,84.85,21,0,10.11,ML,1650830020
728,codrington,-38.2667,141.9667,47.8,92,100,7.2,AU,1650830261
729,senanga,-16.1167,23.2667,68.13,69,18,5.35,ZM,1650830262
730,saint george,37.1041,-113.5841,69.64,16,0,4.0,US,1650830262
731,porto nacional,-10.7081,-48.4172,86.0,80,99,0.76,BR,1650830262
732,lake city,30.1897,-82.6393,86.63,47,40,5.75,US,1650830262
733,hilo,19.7297,-155.09,80.28,91,67,1.01,US,1650830263
734,krasnyy chikoy,50.3643,108.7512,30.25,58,100,5.57,RU,1650830263
735,boa vista,2.8197,-60.6733,87.78,58,40,3.44,BR,1650830263
736,santa teresa,10.2341,-66.6631,91.38,39,63,8.99,VE,1650830264
737,kutum,14.2,24.6667,81.63,10,6,7.07,SD,1650830264
738,aleksandrov gay,50.147,48.5704,54.97,67,100,5.32,RU,1650830264
739,namibe,-15.1961,12.1522,70.52,79,6,6.22,AO,1650830265
740,svetlaya,46.5389,138.3297,38.77,65,0,2.64,RU,1650830265
741,ludwigslust,53.3167,11.5,44.2,88,48,13.4,DE,1650830041
